transaction_id,amount,payment_method,device,os,transaction_hour,customer_age_days,is_fraud
cdb5827d-d7b3-412a-91b1-b228180c0dbc,20.69,PayPal,Desktop,Windows,7,1435,0
bd558b71-6449-4633-b664-9370eea9d389,5.72,Credit Card,Mobile,iOS,11,664,0
99307678-0048-49d5-a3c2-e740734b761d,27.29,Debit Card,Desktop,Windows,16,2490,0
2947b44b-311a-4bb1-b921-2a812f281201,53.78,Crypto,Mobile,Android,16,1637,0
6548355f-1239-4043-ae12-cdebddaccc15,35.6,Credit Card,Mobile,Android,18,1662,0
7f08c413-8cc0-42e2-bb4b-2488533d5ccb,636.44,Credit Card,Mobile,Android,22,836,0
826933c7-5a92-40c6-8ed5-b9014c60da89,25.61,Credit Card,Desktop,Windows,1,198,0
3eab405a-3636-4662-aa82-0149c7120e7d,14.48,Credit Card,Desktop,macOS,8,1148,0
063fd040-c9b8-425a-b4eb-2678eb30b391,337.18,PayPal,Mobile,iOS,2,1535,0
65a813c2-0ea7-45d9-820b-31dc8afe8c92,36.49,Credit Card,Mobile,iOS,0,1960,0
436c82b6-0cbe-4a3b-b361-5101f90353e4,69.73,Credit Card,Mobile,iOS,22,1439,0
19552bb5-0d25-4909-8e3a-241b0c746912,27.3,PayPal,Mobile,Android,15,1017,0
abcbd12d-515c-47fd-8f0b-1499c82d5a36,4.25,Bank Transfer,Tablet,Android,22,2057,0
1e622f44-6e1a-4a83-89f1-7ce281300460,38.2,Credit Card,Desktop,macOS,19,2200,0
c57507b9-5b4d-4f97-a54c-ff30a0887f76,99.96,PayPal,Desktop,macOS,7,254,0
c90683ae-e67e-4340-b882-ea5c6aa282bd,25.23,Credit Card,Mobile,Android,17,1920,0
d331eff5-9d3a-4fb3-a0fe-ba93a5263c53,27.89,Credit Card,Tablet,iOS,3,2849,0
03511e57-ee2d-4006-80ae-33b6a6565975,3.25,Credit Card,Mobile,iOS,7,1159,0
e5801ad8-6b18-41db-b057-f911bc3229a0,10.47,Debit Card,Mobile,Android,21,2798,0
70584060-f9d9-46f6-a9c5-31fef1c27c2e,124.7,Debit Card,Tablet,Android,7,3355,0
3fe3fe18-ccc9-4c72-b53f-ed1552b9166c,3.24,Debit Card,Mobile,Android,15,659,0
de205857-b97f-4e8e-acac-3543b0722825,11.98,Debit Card,Desktop,Windows,11,1244,0
825998c1-26bf-4f64-9a0e-de54490b3c76,3.9,PayPal,Desktop,Linux,16,302,0
077de10f-6d1e-47cd-a5b6-3c5ea84894ba,24.74,Crypto,Tablet,Android,20,2976,0
dfc1bd1a-2c0d-44b8-b864-cefd1a971251,19.38,Credit Card,Mobile,Android,2,1896,1
8592b75f-97b4-4dc1-95f9-67b6459b49b6,92.54,Credit Card,Mobile,Android,22,3010,0
dc6943f2-a021-4bb8-8dec-527f57f777cd,11.87,Credit Card,Desktop,Windows,21,3248,0
f20f04ca-2890-407a-82de-83d8f2c1fd8f,9.66,Debit Card,Mobile,Android,17,921,0
8f978b9d-abe2-419c-a009-07d387bbcdaf,13.74,Credit Card,Mobile,iOS,7,2560,0
89803fd6-2112-44c4-9b37-a6a7c3ce0dbc,41.86,Credit Card,Mobile,Android,14,1116,0
973e2fe4-7e7a-4274-af60-4a95aac6d9c2,5.09,Debit Card,Mobile,iOS,21,2362,0
565925a9-ebd0-48e5-b595-79faa9516ab3,365.19,PayPal,Mobile,iOS,14,1078,0
a651834f-e501-4c2f-bff0-75dff7f02ea4,3.03,PayPal,Mobile,Android,6,1220,0
8ccaed1a-a9d6-46da-9feb-8d6cd507465d,55.21,PayPal,Mobile,Android,2,2871,0
198ceda7-bf63-409d-8b27-55c15ddefeb9,29.12,Credit Card,Desktop,Windows,20,1854,0
20395781-5ee2-431c-8c50-bad932523633,18.48,PayPal,Mobile,Android,0,2850,0
959ab65d-f628-43ac-bbd0-5cf52474660c,22.57,Credit Card,Desktop,macOS,6,704,0
32fecf25-e06e-4b60-83df-0f786e0bc740,25.91,Debit Card,Mobile,Android,11,154,0
98e59d6f-eced-44a7-93ab-c96aee573fc8,151.46,Credit Card,Mobile,iOS,16,2142,0
9d579618-4207-4366-95b7-60809ee9bd8d,14.17,PayPal,Desktop,Windows,15,2389,0
a3c73dab-dcae-4555-a0c3-96eb5b33e733,7.0,Credit Card,Mobile,Android,4,3172,0
788f7e45-c76f-4e55-a058-802baa2bbae8,29.19,Credit Card,Mobile,Android,0,1016,0
3e40d08a-eeb6-48b1-b3df-eccd92ac84de,10.2,Credit Card,Mobile,iOS,19,1688,0
83f2c86d-75ba-4b7a-ab45-af6296240ed8,57.66,Debit Card,Mobile,iOS,18,3499,0
a6492a90-1776-49c1-9751-073b1dfbbeb8,27.6,Crypto,Desktop,Windows,12,12,0
15e0b39d-ab34-4e93-b8f1-5f98fb625fd8,67.09,Credit Card,Mobile,iOS,2,2775,1
f16be3dc-3e22-4d61-97cb-d8948b7008de,25.8,PayPal,Mobile,Android,8,3268,0
e034fceb-20ad-4462-968d-6d3c9e41039f,18.33,Debit Card,Mobile,Android,23,3492,0
76aef55e-67a5-44b9-b012-32641c8e1571,56.73,Debit Card,Mobile,Android,2,1123,0
16d359d9-4e51-47eb-b100-a761b2a1a4e3,30.13,Credit Card,Mobile,Android,23,2711,0
9cd1e437-681f-4830-81ad-fc2d161ecaae,213.46,Debit Card,Mobile,Android,19,1904,0
c2762ec5-9ced-4e71-ae29-01746642eb50,19.54,Credit Card,Mobile,iOS,3,396,0
74e9022c-d016-4045-8f19-5507496dc91e,53.01,Debit Card,Mobile,Android,15,885,0
2d09a7c6-6d3f-4829-8d9d-19eb3e1bb5a2,28.52,Credit Card,Mobile,Android,20,3556,0
cd27022d-e545-4103-9f21-3642bb63d2c3,291.9,Crypto,Mobile,Android,16,3325,0
2ab3f657-39e0-432a-98d4-bc1b9c2f1bd6,53.81,PayPal,Mobile,iOS,8,2994,0
eeb29cec-8838-4bac-a2ef-1b7329eb8fac,4.96,Debit Card,Desktop,macOS,16,511,0
09e45d21-f77a-485d-bccf-5d4259979d26,36.41,PayPal,Mobile,iOS,18,2493,0
a2e340e3-4a03-4c6e-9aea-8e1e829af02f,195.18,Credit Card,Mobile,Android,12,653,0
a81e80a7-3f32-44da-bb2a-b8b818fa6403,11.53,Credit Card,Mobile,Android,7,829,0
fff087c0-9270-4e70-bcb6-f3c911889f22,64.43,Debit Card,Mobile,Android,16,3481,0
8317fa43-ab93-49fe-8d09-f70dabaffa20,79.82,PayPal,Mobile,Android,11,685,0
9e64e2c7-6b0f-4bd1-86d3-36f1174b19bc,36.0,Bank Transfer,Mobile,Android,19,3513,0
76d1e0f1-3ef1-41fa-b7fa-15e3ce8552c7,107.79,Debit Card,Mobile,Android,0,1397,0
2c7ee608-eca8-4d94-8377-8c732d9bc60d,11.28,Debit Card,Desktop,Linux,15,968,0
7de0d81e-589f-47c8-8a54-3fb4697262da,206.64,Credit Card,Mobile,iOS,3,90,0
42b0af78-648c-4f03-9d46-cb5888bd1cce,6.53,Credit Card,Mobile,iOS,21,3007,0
9c7a9e40-6b3b-4d89-b6a8-66f692d56dca,16.94,Debit Card,Mobile,Android,15,925,0
d6a093a4-cc74-429c-a303-924a1666f0d5,28.58,Debit Card,Desktop,Windows,17,3323,0
48f3c93c-20d7-4db3-b566-31bea15205ac,72.14,Credit Card,Mobile,iOS,0,2194,0
6e1e808d-b2e6-430e-89de-a8bdd86f1564,4.24,Crypto,Desktop,macOS,1,2153,0
38f9c40f-9c10-4342-82c7-45284e3d7354,168.11,Credit Card,Mobile,iOS,5,476,0
6c3015ec-0d82-472f-a88a-5df15d01794f,33.32,Debit Card,Desktop,macOS,16,3157,0
25eea2a6-cd05-4898-a123-785e6abcbbd1,35.04,Credit Card,Mobile,Android,12,1470,0
1319bdfd-c270-4d0f-af20-2002e821dd8f,49.56,Credit Card,Mobile,iOS,1,438,0
e5b7e3a1-df1f-4778-afef-41ca7e1a8db1,59.94,Debit Card,Mobile,Android,21,236,0
efde3e36-a59d-407b-b32c-00625ecb3f26,113.51,Credit Card,Mobile,iOS,14,1253,0
bb3855ee-aa48-416a-9473-5861378981fd,40.42,Debit Card,Desktop,Windows,5,764,0
1618dd42-383d-46e2-a809-9be570dea9ce,35.34,Debit Card,Mobile,iOS,1,1332,1
bc1f0c3b-6ff0-4b03-adb4-1f556583d99b,44.19,Debit Card,Mobile,Android,22,3178,0
b25c5d2f-b992-429c-807f-e3c5b248fc46,4.29,Credit Card,Tablet,Android,12,2174,0
766e279d-e2ce-485a-aaba-dff773a9510d,30.98,Debit Card,Mobile,iOS,22,3255,0
4cd69eb6-1542-4c0e-bbee-6d30ff9655c8,3.99,Debit Card,Mobile,Android,2,1888,0
33df35ad-f018-4c7e-9bc9-8c5b91ff0c1c,200.31,Credit Card,Mobile,iOS,18,3475,0
f1de81af-33f3-4e26-9301-0a46d811b01d,18.1,Credit Card,Mobile,Android,4,2281,1
ef546c3d-e280-4e29-bbf8-7602906d4fcf,116.09,Credit Card,Desktop,Windows,12,3145,0
270e48e9-2285-407c-9d14-c0e650aa5e08,31.5,Debit Card,Mobile,iOS,15,3645,0
596be75c-f25c-47cf-b0ba-e65de4633bad,11.24,Credit Card,Desktop,Windows,2,1277,0
a9175dc3-8e1e-41cb-8f3f-1eb665b964a2,34.07,PayPal,Mobile,Android,13,3288,0
e2963383-f511-463a-b218-a73fa1dfdb61,48.36,Debit Card,Mobile,iOS,18,1031,0
13786ce7-65fc-49bd-84ff-58b0faf638df,93.71,Debit Card,Mobile,Android,5,2787,0
e64836e3-0800-413b-8a25-f69b036629c2,58.28,Credit Card,Mobile,Android,9,1063,0
fe2c4a4e-b12d-4271-b698-72623ee761e7,9.27,Credit Card,Mobile,Android,19,2073,0
e63303e0-b7a0-4a32-b9b4-316ef773ff6a,15.1,Debit Card,Desktop,Windows,14,2276,0
d09cd4a1-a519-4797-9301-3118c8adce4e,572.03,Debit Card,Mobile,iOS,8,2661,0
cbf13fa5-09db-49cb-bf74-a451c3eb32b2,111.88,Credit Card,Mobile,Android,23,2363,0
891a5a3a-e95f-46da-a05a-4b26532c98f1,34.23,Credit Card,Mobile,iOS,22,2672,0
7ba45677-8945-421d-a600-74506eca4ad8,38.58,Credit Card,Mobile,iOS,23,2871,0
3fe74f95-b8e4-4a30-b03b-e7e57377b82f,86.23,Credit Card,Tablet,Android,5,947,0
9e9fecbd-46c6-46ed-aa7c-a39a373df1fe,39.42,PayPal,Desktop,Windows,18,2221,0
85c36e9a-16f2-4d75-8c84-d009f865da98,14.95,Credit Card,Mobile,Android,16,2188,0
5fa19478-d255-476b-9c5b-dce52e2c2ceb,65.68,Credit Card,Mobile,iOS,4,1918,0
29dd3f04-929f-4e4c-bb6d-baa4092865e7,30.59,Debit Card,Mobile,iOS,9,261,1
38bb1a38-5254-4544-9e1c-73936f6530ee,7.74,Credit Card,Tablet,iOS,1,1620,0
e2984d2f-43c8-40e2-8263-587175de8c05,90.27,Debit Card,Mobile,Android,22,3491,0
7a7036f8-9fe9-4d0d-ac10-67bf02ee9b0c,8.54,Credit Card,Desktop,macOS,11,1970,0
4e8e5854-2b58-4093-a83d-1264c95dd3a2,51.7,PayPal,Mobile,iOS,7,3392,0
a2c5c4fd-7ae9-4d64-8fbd-269ff16e21af,16.04,Debit Card,Desktop,Windows,8,1253,0
723c5d25-bbde-4529-b32f-96fd926801c9,18.45,Credit Card,Desktop,macOS,3,601,0
00514e07-a329-4c3f-aabf-fb7094c2c728,19.71,PayPal,Mobile,Android,6,616,0
a8a169a6-f639-4b63-b2d1-e263ea2cfad7,14.71,Credit Card,Desktop,Windows,16,1249,0
fd5e0959-5f62-46fe-8b80-f2b62678d84a,2.28,Credit Card,Mobile,iOS,7,3111,0
d2f686ac-dbe6-47a5-ad34-7036bd57b460,5.62,Credit Card,Desktop,macOS,19,478,0
d72749a7-ddd2-4d4d-b151-ecc1425ab31d,130.65,PayPal,Desktop,Windows,0,3069,0
5af27159-78ce-4bc6-8205-d502b6910dac,89.69,Credit Card,Mobile,Android,9,2913,0
5dab09fb-75e5-42f3-9e29-b8ce326adc8b,11.85,Credit Card,Mobile,iOS,12,2264,0
fc7702d2-c27b-4ab9-abae-d86d188607c8,35.38,Debit Card,Mobile,Android,12,130,0
0a1d3048-ec49-4f25-95e4-f64d23a9b9d4,669.7,Credit Card,Mobile,Android,10,3355,0
9f00d429-61a7-4d3a-aa25-5d2b4f858c9c,9.3,PayPal,Mobile,Android,14,346,0
0cff2854-77da-4634-b152-0f5cb657f5f0,17.89,PayPal,Mobile,Android,17,985,0
2146eb1e-5714-4db1-9458-20a52f7ef032,93.82,Debit Card,Mobile,Android,4,2936,0
92bc6e94-f986-407f-9eef-f0c6e49553ba,10.76,Credit Card,Mobile,Android,8,1014,0
7506951a-145f-44c5-80a7-182ff3c65160,22.31,Credit Card,Mobile,Android,0,1855,0
ba79f56e-ea0a-4f52-a72b-b81854d9d108,18.83,Credit Card,Mobile,Android,14,3017,0
ceb19d23-0102-4dd1-b4b2-ebaa7bddf01c,12.73,Debit Card,Mobile,iOS,19,537,0
5ab20804-5201-4caf-8e01-aa4cf425c7f0,73.18,PayPal,Desktop,Windows,1,2395,0
50ca25a7-8bd7-417b-b4c6-7c05b1782e38,5.46,Credit Card,Mobile,iOS,6,1204,0
5428cc9a-50d8-43d0-9fa5-34045549afbb,24.22,Credit Card,Desktop,Windows,10,662,0
e3edc1e1-ee2d-4143-9365-ca62f33323b5,14.78,Debit Card,Tablet,Android,19,342,0
05dddc8d-f92a-4146-9b2e-47f1670a121b,15.09,Credit Card,Tablet,Android,0,1760,0
42d00b3b-13b4-4fbf-beb1-47bcc6f7870e,33.67,Credit Card,Desktop,Windows,16,429,0
9f31802e-6f29-4ebd-aa99-6d1dfdeec489,32.17,Credit Card,Desktop,Windows,0,2638,0
ec1f4704-54cb-499d-a70a-40a5e0547862,43.89,Debit Card,Mobile,Android,18,831,0
df305aee-5ea1-4dab-9ad1-2b1e15dad4d2,293.43,Credit Card,Mobile,iOS,2,800,0
a6aeb4fe-b19d-407f-8e20-b58d4af37fe1,61.35,Debit Card,Desktop,Linux,17,3463,0
27865213-b0f9-4bff-b234-c73a2c371fe6,23.26,Debit Card,Mobile,iOS,23,2007,0
ceff382d-8898-4a79-9f31-c62a56c6d934,37.28,Credit Card,Mobile,iOS,1,2144,0
9e9c1ce5-3284-42ff-8701-074b3d1fda4f,28.32,Bank Transfer,Mobile,Android,15,452,0
6aec8860-caec-40b7-b142-a1c44dd5e7b8,4.34,Credit Card,Mobile,Android,20,147,0
d7f5b5b2-b2a4-4ab0-bcb5-41ce711af98e,11.24,Credit Card,Desktop,macOS,17,514,0
b21247da-22f1-48c6-9657-68d779b37ee9,43.5,Credit Card,Desktop,Windows,22,396,0
6d864cef-0d66-4d41-8e08-15573786d3c4,81.25,PayPal,Mobile,Android,8,3298,0
394e6830-b885-4725-8f98-e0c7debda1fb,21.32,Crypto,Desktop,Windows,23,2107,0
e66b051a-8123-422d-a95b-5e1ed37d23ed,58.37,PayPal,Desktop,Windows,18,3281,0
ccae8c4b-394b-404b-8d54-a05f7a71fad8,47.91,Debit Card,Mobile,iOS,10,2542,0
1f636a38-fdf9-461b-a304-0ae8d103282e,4.25,Bank Transfer,Mobile,iOS,22,805,0
51190611-5cba-4950-a556-edb991d8e827,41.89,Credit Card,Mobile,Android,11,1623,0
ac323f16-d602-47de-a28a-d3543aec4751,10.24,Credit Card,Mobile,iOS,5,731,0
0ba260f2-0f0b-40ab-9b44-9183f742796b,231.51,Debit Card,Mobile,Android,20,3548,0
be2fa237-edff-4b48-bb20-f2ec120e631b,218.02,Debit Card,Mobile,iOS,21,1387,0
24ffa803-4c7f-475f-98d6-16df5ac02ed0,25.28,PayPal,Desktop,macOS,21,98,0
0adddb76-0357-4034-9032-c950047eb89f,141.05,Credit Card,Tablet,iOS,23,1313,0
cd3b2488-d713-4423-9b03-cd95fee15cca,47.34,Credit Card,Desktop,macOS,12,2027,0
32845adc-b7da-4823-afe2-0b5fc69a6c10,4.21,Credit Card,Desktop,Windows,8,2344,0
0c9b2630-90f0-47bb-b303-cd302d8bf11a,31.75,Debit Card,Mobile,iOS,2,3570,1
bca9f1f8-fd9d-4de5-b503-dbe08d506d9c,277.26,Debit Card,Mobile,iOS,1,2572,0
6d96cb8a-c2f1-4e49-a2e9-1b52fa392df9,13.84,PayPal,Mobile,Android,22,1521,0
6729ce6d-ffb8-4680-af3c-1ce4572b7a7d,24.61,Credit Card,Mobile,Android,7,2709,0
a9a6a16d-e6f8-4a92-a521-030a778a2708,86.99,Debit Card,Tablet,Android,11,3643,0
41524e06-8dcd-4d9a-a394-bb4416825a7a,101.12,Bank Transfer,Desktop,Windows,9,1040,0
2193d61e-29ae-4a93-82b1-cc234ee62019,88.43,Credit Card,Mobile,iOS,15,1522,0
9c0f87b4-0849-45b3-b0be-1ef25e252bdf,38.89,Credit Card,Desktop,macOS,19,935,0
9c4460fa-d6b0-49bd-8964-db1a3a0e13fb,168.67,Debit Card,Mobile,iOS,11,2236,0
abd95700-8b38-491d-b6e8-ad8b27a1533d,1.28,Credit Card,Desktop,Windows,22,3031,0
1062dcac-ff1a-41f6-ba08-7d22abf4a356,26.46,Debit Card,Desktop,Windows,17,3233,0
6369a1b0-1ec3-4b9e-9985-0fbcfd7d7d0a,19.54,PayPal,Mobile,iOS,22,739,0
a9bbcac2-10f1-4e80-9aad-053bc5dc2a50,36.55,PayPal,Desktop,Linux,19,29,0
f93e7696-1766-407d-9640-029f53b8641a,118.93,Debit Card,Mobile,Android,15,3512,0
0f527e5e-f9a5-49f6-86c5-6d9f098b54f8,14.68,Credit Card,Mobile,Android,0,2051,0
0aa6f36e-312a-4a5e-a30a-cdaee0f382c3,5.34,Credit Card,Mobile,Android,17,1982,0
8e913050-1e08-4b5c-8189-6c89caaa44e8,4.91,PayPal,Mobile,iOS,23,964,0
2e22d029-9a5c-44f3-9715-63be78258cda,71.09,Credit Card,Desktop,macOS,10,3452,0
fd7e9d9b-b9f0-4f9f-bbe3-5c08aef3b680,107.9,PayPal,Mobile,Android,6,2612,0
7a99cd26-7f91-4501-8628-17de34173b6f,25.62,Credit Card,Mobile,Android,21,885,0
dd8df083-ebdf-4f9f-9cbb-85aa9124dcbf,28.39,Credit Card,Tablet,Android,4,1797,0
8417372f-8272-4c40-9ebb-0ab099111fb9,18.15,Debit Card,Mobile,Android,19,1914,0
f4596a54-809e-447d-b073-0fb0eb4661d4,4.31,Debit Card,Mobile,Android,2,160,0
64404c11-85be-4473-b377-873457b1f9ed,40.97,Credit Card,Mobile,Android,8,580,0
80914979-6fe8-426c-97cd-fedb20e15a77,12.08,PayPal,Mobile,iOS,8,1219,0
dbdb6d6b-b683-4076-bef3-8b2fab2e9e74,40.35,Crypto,Desktop,macOS,7,1561,0
45ff0ecd-1e3a-4f22-8abc-0c45c9e85451,11.93,Credit Card,Mobile,iOS,4,1200,0
b489131d-f4d5-46e2-81f7-fb51a07e3c35,37.55,Credit Card,Mobile,iOS,12,796,0
c9daceb4-37c3-49b3-880c-92f739b327b0,0.51,Debit Card,Desktop,Windows,1,2088,0
e552214b-4d8a-4b13-b115-7badcadc57cb,11.65,Debit Card,Mobile,Android,18,2384,0
49a22411-68f8-49f1-b65b-c3b33f5e49e3,101.45,PayPal,Desktop,macOS,20,1194,0
458bd3c3-5207-4e8a-9bbd-a9417c136b4d,54.93,Credit Card,Mobile,iOS,4,557,1
6e64faad-8708-42e2-b7a6-bf3f99ac5be9,27.1,Credit Card,Desktop,Windows,3,3330,0
1cf6e3de-9faa-4ca6-bff4-dd870e9f55fa,39.49,PayPal,Mobile,iOS,12,3118,0
0b96e2ac-cfb5-4ec1-a194-ed12f0df5007,72.46,Credit Card,Mobile,iOS,12,675,0
d801cd0c-94c3-41b8-8452-90119a698e72,3.42,Credit Card,Mobile,iOS,8,1248,0
0e283b87-7411-4349-bdff-55e64a892c39,21.73,Credit Card,Desktop,macOS,19,1888,0
ea69483c-7c9f-4985-9208-4972cefef614,125.07,Debit Card,Desktop,Windows,11,918,0
8cdecec5-7006-4cd5-8d35-d0cbc598e5d9,25.01,Credit Card,Mobile,Android,13,704,0
0e8b70e8-27e6-4b54-a4b2-f474f07754db,303.74,Debit Card,Mobile,Android,19,2429,0
80450858-7ea3-4fc2-9dff-c4e7b8a1adea,15.57,PayPal,Mobile,Android,10,570,0
5edb8519-a4d0-48df-b025-82d1d771e297,27.05,Credit Card,Mobile,Android,3,2001,0
1c4d2012-4170-4062-a0bd-8b687977ae8e,157.34,Credit Card,Desktop,macOS,19,3094,0
4e840c2e-68ea-4aed-8098-e9bcb910d850,37.68,Credit Card,Desktop,Linux,23,989,0
9ec659c6-b19e-4ce3-8169-b67057c79d99,28.86,Debit Card,Mobile,iOS,2,1531,0
193cae72-6e4b-42b5-97b8-ca456354de76,70.8,Credit Card,Desktop,Windows,2,1856,0
63b1392f-1060-4ead-8be9-731ed29e941a,53.7,Debit Card,Mobile,Android,13,985,0
ffa7e851-179e-4f17-8f4b-3cc5015baebf,75.78,PayPal,Desktop,macOS,13,3634,0
0db992c4-d780-4595-8f0b-ed2f3030719b,71.61,Credit Card,Mobile,Android,2,2964,1
571f4a88-34af-4fdb-b71b-3d24342e492c,163.2,Debit Card,Mobile,iOS,16,1260,0
a0d47922-763a-4ff7-bae9-4cdbd119d60a,51.35,Credit Card,Mobile,Android,20,117,0
eded7b68-44a1-4f28-b6ed-458804d00053,4.97,Debit Card,Mobile,Android,16,72,0
a5292ad9-d87c-45a4-8d78-ff3058bf6ac4,349.11,Credit Card,Tablet,Android,10,1325,0
b6e96418-e1ef-49fd-b218-94e1b58da32f,20.86,Debit Card,Tablet,Android,10,214,0
a42b9cda-104c-4ce8-82de-4cd01be6f925,15.73,Credit Card,Mobile,iOS,21,1110,0
f25c19c3-b85d-426f-aa1b-bb1503af7d27,55.93,Credit Card,Mobile,Android,17,2044,0
d6ceee9b-eb56-4e89-9f27-46bb609ab6cf,35.69,PayPal,Mobile,Android,21,3175,0
dbf57aef-a552-4596-946d-07bee71057ec,12.98,Credit Card,Mobile,Android,17,143,0
6d6487c8-1ad7-4ad0-9513-59d3ad678daa,18.32,Credit Card,Mobile,Android,5,2057,0
ba713eba-e076-44e0-80a3-c43015d94c4f,19.41,PayPal,Mobile,Android,17,716,0
ac23de1a-220f-445d-a936-99815c4cde2a,53.09,PayPal,Mobile,Android,6,459,0
38762479-b61a-492a-8a99-ac1557516f05,75.02,PayPal,Mobile,Android,2,3199,0
43aa651c-7851-4a9a-9f92-33e6afd0c86b,265.91,Credit Card,Mobile,iOS,12,1561,0
6f5f1821-6824-4bde-a5ad-0baad3bfdbed,41.99,PayPal,Mobile,Android,3,685,0
7861b44f-c2f3-478d-a7e3-084d98ea9206,62.02,Debit Card,Mobile,Android,17,662,0
cc449894-02b0-4570-ae3f-4d7e42b35c5e,16.64,Credit Card,Mobile,Android,9,755,0
1c5179da-e1a1-488a-b692-79bda37ed2fe,18.13,Credit Card,Mobile,Android,20,159,0
6bfe502f-9c23-4824-9b78-2e51d9e5a211,42.69,Credit Card,Desktop,macOS,11,3454,0
65708fcb-0ad4-4ba1-9ce1-1fbc170ff32f,43.35,Credit Card,Desktop,Windows,1,2383,1
d9c61540-2c6b-436f-88ce-823075994d30,116.34,PayPal,Mobile,iOS,18,186,0
84720063-6660-4517-84ed-d0a940e1abb2,194.78,Debit Card,Mobile,Android,15,478,0
68293e01-fc4e-420d-95a0-247ce97bebe8,173.49,Credit Card,Mobile,Android,22,2341,0
f1193dc4-4437-42c0-9210-5e16a98dbe79,32.12,Credit Card,Desktop,Windows,23,2279,0
690617c8-83a4-4b41-85b9-950ba9913b3c,135.27,Credit Card,Mobile,iOS,1,3235,0
e3f5fe9b-998e-4f7d-b1f1-8ab6d73ed42b,7.0,Debit Card,Mobile,Android,14,2335,0
2e403c8f-3f4f-4f57-ad19-089dce18294b,133.35,Credit Card,Mobile,iOS,9,1629,0
cda8f1cc-1bdf-4b20-b90a-bcf3d780d9bc,109.46,Credit Card,Mobile,Android,0,2361,0
567c5eb8-49ca-4633-bc40-342299d6930b,18.31,Credit Card,Mobile,iOS,4,2735,0
116ab988-3621-4756-b6c9-72e7ccc3c528,22.51,PayPal,Desktop,Windows,14,1926,0
eb370ce0-5da8-4311-b6f4-f5b3cf975ce0,400.25,Credit Card,Mobile,iOS,1,969,0
b5307913-a3dc-456e-9eba-45f79df852f1,79.29,Credit Card,Mobile,Android,20,1083,0
9772c33b-1486-42b2-a41e-89a7f56e571b,35.25,Credit Card,Mobile,iOS,9,276,0
926ff0db-b0fb-459c-9dd3-56f53723ac1c,99.44,Credit Card,Mobile,Android,11,1318,0
ea66cc1a-112b-4c94-92f6-8faa2b8a63c4,50.19,Credit Card,Mobile,iOS,15,1970,0
0268790e-6f9e-4eb3-bcde-690fa194b60e,69.08,Crypto,Mobile,Android,5,517,0
b00c1f46-906c-4855-94ee-98c36efc5808,9.35,Crypto,Mobile,Android,22,3290,0
59466deb-84ad-44fd-baf3-0d67a27239e3,29.27,Credit Card,Desktop,macOS,16,588,0
ac50697f-ec0d-43db-810d-7556beb23972,32.07,Credit Card,Desktop,macOS,0,3219,0
2c0df63f-fc99-4599-af85-323e77e45c4e,90.65,Credit Card,Mobile,Android,8,3233,0
a407be44-4bc1-4bf4-85b1-f76ce2a66651,292.49,Credit Card,Desktop,macOS,12,3231,0
